"","x"
"179","RT @Amir_Off: Prêts à découvrir le clip de #JaiCherché <U+2753>-&gt; il sera disponible dans exactement 30 minutes sur @melty_fr <U+2757><U+FE0F>"
"180","RT @footmercato: Cabella raconte l'enfer des Français à Newcastle https://t.co/LzsWk6ofCK"
"181","RT @exoticgun: 4- faites pas genre on juge tous plus ou moins sur le physique"
"182","RT @StarkIndustrie_: #PetitJavaisPeur de grandir. 
Et c'est toujours le cas.
Attend si on grandit on peut plus allez à Neverland ni à Narni…"
"183","RT @vla_la_fio: #SiLaFinDuMondeArrivait, alors je vivrai chaque jour comme le dernier
pa la papa
et vous feriez pareil si seulement vous sa…"
"184","On veut allez au cinéma mais vu le temps on va arriver trempé"
"185","Hello! Le KFTHON pour notre 25e remise de dons est lancé! Merci d'avance pour vos contributions! #KF25 #Team237 #RT https://t.co/xZhqxMQXfq"
"186","@RelaxCubeMC bah j'ai un proble de mdp sur le forum :/"
"187","Pour augmenter le taux de #testostérone de manière naturelle, sans les effets secondaires. https://t.co/2r4bJEH9XJ"
"188","RT @LsrLeaa: "" Tu ne peux pas commencer le prochain chapitre de ta vie si tu relis sans cesse le dernier."""
"189","RT @Avocatweet: Quand tu penses qu'ils nous bourrent le mou avec le #RéchauffementClimatique, alors qu'il neige EN PLEIN #PARIS !
Mais que …"
"190","RT @JVCom: BREAKING NEWS : cette averse de neige aura duré aussi longtemps que le Pokémon Direct"
"191","RT @DM__SOLO: Rt pour tenter de gagner un dm avec Tyler Posey !! 
Rt le tweet Épinglé de @clarahautman !!! Il reste plus que 40 min pour le…"
"192","RT @Tokyoflesh: Journal de fin du monde jour 1: les astres sont alignés, sa y est la neige la pluie et le vent se sont combiné comme la pro…"
"193","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"194","RT @handlfh: #E17LFH - Le missile à la hanche signé @JDazet avec l'@ESBF_Handball <ed><U+00A0><U+00BD><ed><U+00B2><U+00A3><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> #Handball https://t.co/dcvzYRC38g"
"195","le temps il arrete pas de changer aujd"
"196","@MuanaMy @YannickVsCliff j'ai dit a Yannick et ça l'a traumatisé, je préfère donc garder le silence <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"197","RT @imadisme: Jveu une relationship centrée sur la religion, le respect d'autrui, et la baise LA BAIIIIISE AAAAAAA JVE NIKER"
"198","Suivez le match en Live Audio https://t.co/IiYQyjYf1Z"
"199","On en parle que dans le sudil fait 16deges ^^"
"200","RT @Maaley7: la neige elle est partie ossi vite que le harlem shake c fou"
"201","RT @NotreHoroscope: En amitié, le #Sagittaire donne beaucoup de conseils et de paroles réconfortantes."
"202","RT @handlfh: #E17LFH - Le missile à la hanche signé @JDazet avec l'@ESBF_Handball <ed><U+00A0><U+00BD><ed><U+00B2><U+00A3><ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> #Handball https://t.co/dcvzYRC38g"
"203","Avant le 18 avril 1940, les québécoises n'avaient pas le droit de vote. « Let's go je crois en toi » n'était pas assez. #féminisme #assnat"
"204","Foot - FIFA - Le salaire de Blatter connu fin mars https://t.co/ycLgpHEKif https://t.co/o4LC1fGPHM"
"205","RT @LoveNkap: Oui comme ils voient le musulman en potentiel terroriste ou le jeune noir en potentiel agresseur  https://t.co/QoHDWDi86d"
"206","RT @UnAfghan: Le petit de 5 ans qui se fait violer par un pédophile c'est sa faute aussi ? Psq il était trop sexy avec son petit short ?"
"207","RT @MisadzZ: Kan tsort ac une arab c bn il suffi que toubli de répondr a un txto et tu la voi tweeter d hadith sur le comportemn enver ls f…"
"208","RT @PscPsc: Le Conseil de sécurité unanime pour alourdir les sanctions contre la Corée du Nord https://t.co/km0jGY7lJP via @libe"
"209","@hermenier_ la vérité la même vas-y déjà neige ou pas j'ai pas le choix de partir en cours et je vais ressembler à un mouton là"
"210","RT @CGTSIDEL: Le plan valide par la Dirrecte https://t.co/x6Or2JeSkW"
"211","RT @nxsta: deja une meuf qui aime le poulet T sur à 67% elle aime pas mettre de manteau  https://t.co/ATSkrAWWrn"
"212","Le contact physique c'est trop important jtrouve"
"213","@MORGAN_SOUND @LesBodins  le bébé caché de Christian !"
"214","LE RE KB QUE LE ESTE ATRAS"
"215","Chocolat chaud le bon bail en rentrant"
"216","On arrête tout, la vie, le travail, le ciné, le goûter avec les enfants, tout, on arrête tout car il neige oui il neige à #Paris"
"217","RT @nausicalibre: https://t.co/SwUvitVFmW Juppé a enfin lu le Coran...pour nous vendre l'islam de France!? pauvre parti islamo-vendu que so…"
"218","RT @AmelieLacoste: Pour info! il reste quelques jours pour le projet pour l'anniversaire de Anaïs! Envoyé vos montages à @lulu_1710 ou pour…"
"219","Suivez le match en Live Audio: Le Paris Saint-Germain et France Bleu 107.1 vous proposent de suivre la rencont... https://t.co/ZLen8MPTj1"
"220","RT @Girondins_FCGB: JLT"" Et quoi qu’on en dise, un entraîneur n’est pas sur le terrain.#SO #LT"
"221","""Ma mere a été faire le courses .. J ai insiste pour qu elle n oublie pas les chips !  ELLE A PRIT TÔUT SAUF LES CHIPS <ed><U+00A0><U+00BD><ed><U+00B8><U+00B6><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>"""
"222","RT @sneazzy: le livre de la jongle https://t.co/51TQqZBur2"
"223","Le code de la route est  résumé dans le « Code de la route populaire », n’oubliez pas de réviser avant l’examen. https://t.co/vwtKyUpfeP"
"224","RT @nnmaisoh: On dirait trop ma daronne qui m'attend quand j'rentre tard le soir pour m'enculer ma race https://t.co/YTqjts75lz"
"225","Wah le temps hardcore"
"226","RT @Seb_Frit: A quel niveau relou vous estimez ce mec qui fout ses pieds à côté de moi, j'le connais pas, il pue et se croit seul. https://…"
"227","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"228","Jss dans la merde pr le decalage horaire lundi :/"
"229","RT @Alixialmrch: le retour des siestes <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"230","En route avec le #LabDavanac. Etape 10 https://t.co/X68Nswo2g3"
"231","le mal n'a pas d'odeur"
"232","RT @ColonelRTeenda: CETTE MUSIQUE C'EST LE MEILLEUR FEAT HOMME/FEMME TOUTE CATÉGORIE CONFONDU, JLA CHANTERAI COMME BERCEUSE A MES ENFANT ht…"
"233","RT @imSalem__: Les Arabes,leurs mariages c’est un délire , ils louent des Audi,des Lambo, des fusées ,des Jet packs ,pour finir au 8eme eta…"
"234","RT @Raymond_Jacquet: Dans le top 5 des choses qui me manquent le plus à l'OL, Lisandro est 1er, devant Lisandro, Lisandro, Lisandro et Lisa…"
"235","RT @AlbertoYouKnow_: Sérieusement venez on vérifie si on a pas sauter un mois et si c'est le cas on recommence parce que de la neige en mar…"
"236","Avec le #Verseau, concentrez-vous sur le présent car il n'aime pas trop s'engager... Allez à son rythme !"
"237","RT @lDontGiveUp: Le vrai amour c'est grandir en tant que couple, d'apprendre d'avantage l'un de l'autre, et ne jamais abandonner la personn…"
"238","Le GP Samyn en direct, Gilbert a abandonné (LIVE) https://t.co/uaqVP0pSiw via @rtbfsport"
"239","RT @Maude_Official: <U+2744><U+FE0F><U+2744><U+FE0F><U+2744><U+FE0F> Le temps est vraiment fou. <ed><U+00A0><U+00BD><ed><U+00B8><U+0085>"
"240","@PierreWattel @kadelch_7 ma couille il l'on mis en commentaire wsh faut le voir"
"241","g découver 1 nvx smiley : ;^&gt; c le lsmiley coquin malin"
"242","RT @RC_ML: Le nouvel album @Deadobies =&gt; https://t.co/LwO0Sl4ol0"
"243","RT @BijouxEphemeres: #MOLDIV osez le cadeau original. Je personnalise tout vos objets 07 53 58 35 82 https://t.co/t0LhpJzRmQ"
"244","Partouze dans le parc entre infirmières et toubibs Ce centre de... https://t.co/NoHOW8aPgs"
"245","RT @gwadaveli: Le meilleur rappeur parmi les 3 objectivement :"
"246","RT @LilasPlay: <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> #CONCOURS <ed><U+00A0><U+00BC><ed><U+00BE><U+0081>

Gagnes l'un de ces 5 jeux !

#RT + #Follow Me &amp; @AnthonySpault !

TAS le 04 mars ! 5 gagnants ! https://t.co/…"
"247","Champs-Noisy : et si le conseil régional s’installait à la Cité Descartes ?: Les communes de Champs-sur-Marne ... https://t.co/iCuP0rZZAZ"
"248","C'est pas que je n'aime pas la neige, le vent et la pluie, mais c'est quand même un tout petit peu la tempête là, non??? xD #Paris  #tempete"
"249","RT @TRACE_Urban: RT et gagne tes places pour le 1er 1/4 de finale du @Sankofasoul contest à la Petite Halle Villette! #Soul https://t.co/bS…"
"250","le pantalon de ski ça va pas être possible par contre"
"251","Quels critères pour choisir une société de #portagesalarial ? Suivez le guide et évitez les pièges &gt;&gt;  https://t.co/31bPcAeWMG"
"252","Oui : le gang des putes : besssst squads <U+2728> https://t.co/keusragCet"
"253","RT @fhollande: Dans 100 jours, la France accueillera l'Europe du football. Rendez-vous le 10 juin. Ensemble."
"254","Pk dans ma tl y'a pleins de gens qui disent que chez eux ils neige pas contrairement à tout le monde et personne qui dit qu'il neige ? :("
"255","RT @GTabard: Le contre-discours de la méthode de Macron https://t.co/Zf4qma2AOR via @le_figaro"
"256","Le 15 mars je passe le permis :D"
"257","RT @leamartinet: Avec le temps tu va comprendre que les bonnes personnes sont celles, que tu as oubliées ou mises de cotées."
"258","neige pluie neige pluie fait pas le gamin le ciel enleve les deux"
"259","Je crois que je suis la seule à adorer aller chez le dentiste <ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"260","@berenice3_15 de leurs prix, point barre. Je pense que c'est surtout le fait de sacré un film dont le titre et l'affiche met en scène une"
"261","https://t.co/UHSLT36Hhh … Le second duel avec @larecrepoke bon visionnage à tous :) https://t.co/APR9TrcXiZ"
"262","RT @UnAfghan: Le petit de 5 ans qui se fait violer par un pédophile c'est sa faute aussi ? Psq il était trop sexy avec son petit short ?"
"263","RT @zakthug: Sur le coran a la sortie du lycee jai pousser une meuf sans mexcuser elle ma ajouter sur fb elle ma dis depuis tu ma pousser j…"
"264","Ha ça yé, ça rentre dans l'ordre. C'est qui le patron ?! #PointNeige #TP"
"265","RT @omerine_: C'est la seule photo où tout le monde souris *.* <U+2665> #ViolettaLive @diegomcea @_ruggero @TiniStoessel @kndmolfese https://t.co/…"
"266","RT @NotreHoroscope: Le #Lion a tendance à réagir rapidement au lieu de prendre le temps de la réflexion."
"267","Mon frère il vient de demander si le Royaume-Uni c'est en Angleterre ou aux Usa, quelle famille ptn... <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>"
"268","RT @chrism: Il neige à #Paris <U+2744><U+2744><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>! Et on ne voit plus le Sacré Coeur !  #Montmartre https://t.co/cojFa1fhOU"
"269","@Callshie dans le nord on a seulement de la grêle et de l'orage ?"
"270","#Business Le ''Made In...'' est-il vendeur ? https://t.co/FsHdbSmtbZ https://t.co/B4wWXY50Td"
"271","#Business Le ''Made In...'' est-il vendeur ? https://t.co/rMf9vWSe99 https://t.co/1obuUt4seX"
"272","#Business Le ''Made In...'' est-il vendeur ? https://t.co/TdvrN5XuYM https://t.co/GHJz7e5f0s"
"273","La neige est enfin au rendez-vous mais un peu tard on est le 2 mars quand même... #neige"
"274","RT @svtg_: @_Melodiiie mddr t'inquiètes ca arrive en balle le meilleur pour la fin <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>"
"275","@MinekoNatsume Tu shippe Frisk avec tout le monde ou comment ça se passe ? ;v;"
"276","Prdrr à Paris il neige, je vous montre le temps ou c'est la peine?<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>"
"277","PSG : Quand une star brésilienne devait rejoindre le club parisien https://t.co/Ve6Hj40Lnq"
"278","C'est aussi à Louis-Michel van Loo que l'on doit le célèbre portrait de Diderot qui est à @MuseeLouvre https://t.co/K7ayToaTJo"
"279","@radiorcf @jeanbatman @anthohej le témoignage d un habitant d Alep sur RCF"
"280","Le soleil revient sur Paname, c'est n'imp ce temps <ed><U+00A0><U+00BD><ed><U+00B8><U+00B9>"
"281","#wed #ischio #leg #mental
Yo tout le monde,
A paris c'est le déluge mdr SUPER, enfin bon today ça bosse quoi?... https://t.co/tB91fR6qDN"
"282","Après 16 ans et cinq titres avec le Stade Toulousain, Millo-Chluski file à Perpignan #USAP https://t.co/F86juFaWcK via @20minutes"
"283","RT @justinezim: les 1ères qui font le percent?¿? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094> comprends pas"
"284","Audrey retrouvée ,le 1er roman young adult de @KinsellaSophie (Confessions d'une accro du shopping), sort demain ! https://t.co/pBdXZvhaTk"
"285","@Catnatt (j'entend par là faire tourner la voiture 5 minutes pour enlever la fine couche de gel sur le pare-brise)"
"286","RT @balance__astro: La #Balance est le signe le plus romantique ! Quand elle sort le grand jeu on finit tous par craquer."
"287","@Frenchwill35 quintero s'est entraîné ce matin avec le groupe, opposition en fin de session, et aucun signes de difficultés physiques..."
"288","@Slivo_ nan mais je trouvais ça drôle le contraste du temps entre les régions x)"
"289","PSG : Quand une star brésilienne devait rejoindre le club parisien https://t.co/MGND8ZmWve"
"290","(2/2) 2 mars 1992: Admission à l' #ONU - République de Moldova, Saint-Marin Tadjikistan et Turkménistan https://t.co/4l6OeWuUgu #éphéméride"
"291","RT @m_bouvard: Concours de la race Abondance sur le ring
Remise des prix par @BonnivardE vice présidente de la région #SIA2016 https://t.co…"
"292","[<U+2469> Spectacles] Le Cirque Pinder - #Toulouse: Le Cirque Pinder n'a jamais été aussi proche de che...: Le Cirque... https://t.co/ABEtsMgOMj"
"293","La boîte Easy-R Dacia désormais sur le dCi 90: Sur son stand, Dacia met en avant sa boîte automatique pilotée ... https://t.co/AGCRvkW9cg"
"294","RT @PhilippeCorbe: Ah ah dans @LateNightSeth sur NBC un moment assez drôle après le Super Tuesday https://t.co/LU6zCD9Low https://t.co/1vr3…"
"295","PSG : Quand une star brésilienne devait rejoindre le club parisien https://t.co/sHaWGggsFh"
"296","@ClementGllx jui dans le 93"
"297","WSH c de la neige fondu croyez pas elle va rester 20 ans hein elle touche le sol qu'elle est déjà partie mdr"
"298","Une plainte contre le président IBK https://t.co/IO1CyGrxAS"
"299","#PQ #PolQc Commentaire très pertinent sur le PL59: Le discours haineux défini dans le PL 59 | JDM … https://t.co/nq1CHRaHdw"
"300","Charleroi-Standard: match à huis-clos pour les Rouches. On en parle dans le journal de 17h #InfoVIVA
https://t.co/BoO35wR5ep via @rtbfsport"
"301","""Let's play FR - Bioshock 2 Ep.14 - J'ai des rivets dans le plafond"" : https://t.co/Ze36ULOFf5 via @YouTube"
"302","C est le déluge dans le bw"
"303","Les #Français sont (encore) ceux qui utilisent le moins les #réseauxsociaux en #Europe https://t.co/D9l3QXpf8Y"
"304","RT @lulu_1710: Info: l anniv d anais c est le 14/03 <ed><U+00A0><U+00BC><ed><U+00BE><U+0080>
Mon insta: team_anais_forever_ <U+2665>
Mon adresse mail: lulu-gavignet@hotmail.fr <U+2661> https:/…"
"305","@aevintyrin ça a perturbé tout le bureau pendant 10min haha"
"306","Retweeted Thibaut Le Corre (@ThibautLeCorre):

Ma sélection @OpenPACA 2015 : #OpenLevelUp /@PanierAvide,... https://t.co/cw7BLU84tV"
"307","RT @94Kms: - tu suit le foot ?
- ouais 
- t pour qui ? https://t.co/pFtapRMcns"
"308","Sinon c'est pas mal Batushka comme groupe, c'est marrant de mélanger Black Metal et chants grégoriens, de la manière qu'ils le font"
"309","RT @GalaxieABT: Le président #ABT2016 prend la route en direction du palais de la Marina. Arrivée prévue le 6 Avril! #vote229 #Benin https:…"
"310","@SindyOfficiel dans le sud grand soleil mdrrr normal j'ai envie de dire <ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"311","Le CD et l'amiibo. Cool comme figurine! On a presque envie de ne pas la déballer! https://t.co/W26XblJPLx"
"312","@socrate213 moi il m'insupporte depuis le début <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>"
"313","Ce mois-ce dans l'histoire de l'AIM : mars 2016: Cliquez sur un événement dans le calendrier pour obtenir plus... https://t.co/ye2tmNd9ST"
"314","RT @fabricepelosi: ALERTE MÉTÉO : RISQUE D'AVALANCHE À 5/5 À MONTMARTRE. ÉVITEZ LE HORS PISTE."
"315","RT @cvrentin: le physique attire, la personnalité fait rester"
"316","RT @sunilouis: Louis qui conduit un 4x4 EST CE QU'IL A UN RÉOSSEUR POUR QU'ON LE VOIT AU DESSUS DU VOLANT ?!"
"317","@itele putain mais il le prennent ou ce pognon?"
"318","@aubalconoff non je le regrette car j'aime voir plusieurs versions, plusieurs visions. C'est tellement enrichissant !"
"319","@Jadorelescouga1 branle toi et ferme la, tu vas te mettre un doigt dans le cul"
"320","RT @AnnieLichtner: #Digital et #Sénior : le binôme gagnant pour la fidélisation ! https://t.co/RpxTWyGweD https://t.co/sBiHJvnrMy"
"321","Escargophone trouvé !
Le légendaire chasseur de pirates capturé !
https://t.co/cUOGhW3kiP #TreCru https://t.co/a48uGVLuE4"
"322","RT @melty_fr: EXCLU - @Amir_Off vient de dévoiler le clip J'ai Cherché, et il déchire ! https://t.co/xAN1wnCu6V https://t.co/mIEl51sWBx"
"323","on voit bien quel mot j'utilise le plus :'D"
"324","Bonjour @csaa04 Nous espérons que le contact pris ce jour vous a apporté  pleine satisfaction, nous restons à votre écoute. @MaximePicat"
"325","Le service Factures de @Selectra_Info pour réduire la note d'internet et du #mobile : https://t.co/BgyqLxprFS #telecom #astuce #économies"
"326","@maellenhl Oh mais le manque de respect pour elle je l'avais oubliée..."
"327","<U+2744><U+FE0F><U+2744><U+FE0F><U+2744><U+FE0F> Le ciel parisien sous une tempête de neige <U+2744><U+FE0F><U+2744><U+FE0F><U+2744><U+FE0F> #paris #tempetedeneige #flocons https://t.co/7KoIX7v1XW"
"328","@captaintrain Je suis dans le train, c'est grave Doc ?"
"329","Le Hezbollah est étiqueté «groupe terroriste» (https://t.co/DloF77dpmJ) https://t.co/cYWJkIOq7k https://t.co/XiaI4fmRPN"
"330","RT @ClubDorothee: Le Club Dorothée &lt;3 #MonEnfanceEnUneEmission https://t.co/cSRevKU4dZ"
"331","Dea pratiques incohérentes au frontières de l'#Europe causent des souffrances inutiles https://t.co/LIw2TSSLkq https://t.co/wrFzZgD9pI"
"332","RT @Ikiriho: #EACSummit Réunion en cours des Présidents #Tanzania, #Uganda, #Kenya, #Rwanda et 2ème VP @ButoreJ pour le #Burundi https://t.…"
"333","RT @Ytbgasp: De la neige à Paris en mars alors qu'il faisais 13 degrés le 24 décembre. Vas falloir m'expliquer"
"334","@Clyde_Barrow_ @pauldraszen Oui, ils passent chercher ""le chèque à la compta"" :)))"
"335","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"336","@DemiMontagne Les gens aiment dormir et n'aiment pas le rer A mais j'aime ton optimisme. JE VIENDRAIS AVEC MON HOODIE"
"337","Et voici comme promis le cabinet en image : https://t.co/ealLTWOX8m"
"338","RT @Oualidovitch: Si j'vois ce chien dans la rue j'me découpe en petits morceaux et j'le laisse me manger https://t.co/bJBPDWh5d1"
"339","Si je m'habille d'une certaine façon , ça ne veut toujours pas dire que tu as le droit de me toucher"
"340","#Interview : rencontre avec @Fakearmusic, le prodige #electro du moment ! https://t.co/0U84dji7mD @MercuryFrance https://t.co/ysX05XFqOA"
"341","@_srnabs moi j'vais le renier si ton mec il aime pas la pizza"
"342","@brenaud06 tu le sauras pour l'année prochaine <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"343","Y a que moi pour s'ouvrir la lèvre avec son stylo pdt le type bac <ed><U+00A0><U+00BD><ed><U+00B8><U+0090>"
"344","Je suis content que le club ait compris que le maillot bleu était une sacrée connerie."
"345","@BorelZoe @escapethewxll ils se disent ""starfoullah mdr matte le moche la bas vasy c mort jmen blc Jfais de la merde mdr"""
"346","RT @DMSOLOSMIILE: Je participe pour gagner le dm avec Dylan que @SmileFor1D2307 met en jeu !!! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

Please #rt!"
"347","RT @LaRVF_mag: Une bouteille de vin sur cinq dans le monde est italienne https://t.co/DQtdTA7BLb https://t.co/VwziOO9cBZ"
"348","RT @drewstfaye: ce moment gênant où tu regardes un film avec tes parents et que ça fait des blagues sur le cul et tu dois faire genre t'as …"
"349","Enfin bon, j'ai pas aimé le #Bachelor. <ed><U+00A0><U+00BD><ed><U+00B9><U+0084>"
"350","RT @Bastiat2022: Le souci est (était) peut-être de savoir s'il avait raison ou tort avant son poids...
#SarkoHommeAConvictionsFortes https:…"
"351","RT @evadeab: la voix off dans ma tête jlaime trop elle taille tout le monde, elle nik des mères nn vraiment jtm"
"352","RT @AdrienSnk: 14 rappels sur le viol parce que visiblement, il y en a besoin
https://t.co/0oWZ8z8IB7 https://t.co/UfCUcl8IOV"
"353","RT @CoalitionPoids: Investir en prévention, l’unique issue politique pour réduire le fardeau de l’#obésité. Communiqué <U+2192> https://t.co/9EHLH…"
"354","mentalement jme trouve plutôt cool genre ouvert d'esprit et tt le blabla
et physiquement boh ça va  https://t.co/QKQTkfCGuI"
"355","RT @LeVraiHoroscope: La raison pour laquelle le #Sagittaire essaye de contrôler son tempérament est qu'il se sent toujours mal d'avoir agit…"
"356","Turquie: accusé d’espionnage, le journaliste Can Dündar promet de faire “le procès de l’Etat” https://t.co/zGvRiLSBiA"
"357","Le réchauffement climatique, tout ça..."
"358","RT @lesinrocks: Le père de Trump a été arrêté lors d’une manifestation du KKK https://t.co/zyLcmR4TxS https://t.co/0ttJvKpIT5"
"359","@InnoThiga sponsor de la première conférence FR dédiée au #productmngmt. RDV le 21/06/2016 pour la @LaProductConf !! https://t.co/yrHGZoAyOM"
"360","Rencontre avec l'auteur de Une colère noire le 13 mars Ta-Nehisi Coates à  Paris 
#Blacklivesmatter #Tanehisicoates https://t.co/DGekhfLZ1k"
"361","RT @2080music: Bus dévié à cause de travaux.
Meufs de 14 ans dans le bus : ""Franchement, j'ai jamais vu ça !""
Vous avez pas fini d'être sur…"
"362","On voit le manque de personnalité des gens quand tu reçois des snap avec les têtes de chiens et les changements de visages ."
"363","RT @Imyourqueeen: 6. C'est toujours les personnes qu'on aime le plus à qui ont le dit le moins"
"364","@Caligulli @WilliamCinephil @castorama_fr je n'ai pas trop hésiter vu le prix <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"365","RT @Selabadi: J'espère que vous avez eu le temps de prendre vos photos, le ciel bleu est déjà de retour. #Noseason"
"366","Je ramène le chocolat chaud et le fromage fondu"
"367","On m'a piraté mon compte... Dieu merci mon cousin a réussi à me le récupérer mais j'ai pleins de tweets qui ont été supprimés."
"368","RT @vinesfoot: Pogba : ""Si quelque chose va mal, le foot me redonne le sourire. Je suis amoureux du foot. C'est l'amour de ma vie."" https:/…"
"369","@djazvira Que t le genre de meuf ki tombe tt le tps"
"370","Calais. Le gouvernement face à ses mensonges  https://t.co/TZBf9XPALf via @humanite_fr"
"371","RT @PublicFR: Ciara : elle maîtrise à merveille le coupé-décalé ! https://t.co/HsycJ2gZ8r"
"372","RT @Lea_Who: @LQCvideos @LesExpressions @OrdinaryMarie Merci pour le cochon et la belle dédicace ! <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/Gq8fjp9C2p"
"373","@FraicheSNCF alors on est deux hé hé...
Vous faites le sale boulot ... Mais il faut le faire <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"374","Le temps il est bipolaire"
"375","RT @francebleuDA: .@RoyalSegolene : l'interdiction d'exploiter #gazdeschiste bientôt inscrite au code minier https://t.co/Ofa8Rkn7dS https:…"
"376","RT @Futurement: Quand t'es encore déchiré de ta soirée de la veille et que tu vas chercher le courrier : https://t.co/N2ijRj5wcX"
"377","Ptdr le salon c devenu un salon de beauté"
"378","Tout le monde snap la neige"
"379","RT @Margot_Rvl: Jsp c quoi le pire entre les fans de jul qui critique nekfeu ou les 99 qui taille les 2000"
"380","RT @Footballogue: [#Transfert] Selon la Sexta, Neymar discuterait toujours avec le PSG. https://t.co/eqyORurz4n"
"381","Retweeted SNES/FSU CRETEIL (@SnesFsuCreteil):

VIDEOS. Loi Travail : les enseignants appelés à manifester le 9... https://t.co/j0hwUBd2T4"
"382","RT @versaciste: Tomorrowland c'est dans la poche mamaaaa j'y crois tjrs pas et le prix j'y crois ps nn plus mdr https://t.co/yBCBxgd6pb"
"383","@LDLC @McDonalds @BurgerKingFR @ALLORESTO le mec nu MDR encore @google avec sa voiture itinérante :D. @Kiniha_"
"384","RT @ThisisKiyemis: Et le port d'un habit restreignant les mouvements en présence de femmes."
"385","RT @Amir_Off: Le clip de #JaiCherché MAINTENANT disponible en INTEGRALITE et en EXCLUSIVITE sur @melty_fr ! :) &gt;&gt; https://t.co/seddhJqKyw  …"
"386","RT @lettotal: #salondelagriculture Cette vache transcrit les propos de Marine Le Pen pour les sourds et malentendants ! https://t.co/R3xPdn…"
"387","RT @TeamIsaAttard: #DirectAN député #Aubert defend le maintien de la chasse à la glu #TortureAnimale #PratiquesDunAutreAge IA"
"388","AU SECOURS, TOUT LE MONDE EST HYPE POUR DE LA NEIGE SUR TS. HELP."
"389","RT @_putaindesarace: ils sont capable de te planter un couteau dans le dos et te demander pourquoi tu saignes"
"390","@SindyOfficiel oui je viens de voir ça sur le snap d'un copine ! Chez nous il y a une grand soleil mais ça fait grave froid <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>"
"391","Viens vite découvrir @BirchboxFR, le nouveau service beauté dont je ne peux plus me passer ! https://t.co/cSMmltyAp4"
"392","La princesse Mary de Danemark refuse le voile en Arabie Saoudite https://t.co/WbBp4ZmI6V <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/W0uVyh5j4w"
"393","@UnitedToto on le vit bien ouais mdrrr"
"394","RT @P93manu: Booba il a juste dit ""Vivement l'été pourvu qu'il neige"" il a déréglé le climat."
"395","RT @quaibranly: Il neige à Paris ! Vous venez faire un tour dans le jardin ? Rassurez-vous, on a tout ce qu'il faut ;) https://t.co/jrRqM0Y…"
"396","L'extension modulaire, une autre idée de l'habitat https://t.co/S5LU6Se01y"
"397","RT @InfosVerseau: Le #Verseau a toujours raison. Toujours. En tout cas, c'est lui qui le dit ! :-) - https://t.co/J7AH3kV0Aw"
"398","RT @rppja: dans le 77 il grêle enfaite, c encore + sympathique que la neige"
"399","RT @jlimonov: Pour la croissance (des bénéfices du capital) il faut diminuer le coût du travail. http://t.co/JUZHTfbzVW"
"400","Que tu t'habille vulgaire ou pas ça va pas empêcher le violeur de te violer"
"401","@Sigis_mond en ce qui me concerne, tu es bien placé pour le savoir, ce n'est pas une idée réçue. C'est du vécu ET CA PUE !"
"402","RT @ConstantinoiseH: METTEZ LUI LE CONTRÔLE PARENTAL SVP https://t.co/3XxCjX5oLS"
"403","@Parisjecoute comme le phénomène est terminé, ils vont ré-ouvrir ?"
"404","Épuisant le laser game avec 50gamins"
"405","Y'a du vent , il neige et maintenant le soleil il revient ..."
