id,text_avis,note,label
952,Franchement je m'attendais pas qu'il est comme ça on dirait il est neuf il fonctionne trop bien et la livraison rapide bien emballé. Merci je recommande,5,positif
953,Trés bien dans la lignée des produits APPLE,5,positif
954,Vraiment surprise le téléphone et en parfaite état ! La batterie a 100% maintenant à voir avec le temps mais rien a dire,5,positif
955,Téléphone nickel vitre de protection intégrée chargeur aussi juste que j'ai commander un téléphone en excellent état et le niveau de la batterie était à 92%,4,positif
956,Le téléphone correspond à la description. Très satisfait de l’achat le niveau de performance de la batterie est à 100%.,5,positif
957,Livraison rapide et soignée.,5,positif
958,Bonjour dessus la caméra arrière image floux ma du tout nette les images,1,négatif
959,Livraison rapide. Téléphone en excellent état. Comme neuf,5,positif
960,Très bon téléphone livraison rapide rien a dire,5,positif
961,Excellent rapport qualité prix. Ce téléphone est comme neuf et toutes les fonctions sont opérationnelles.,5,positif
962,"il est comme neuf, la capacité de la batterie est de 100 % aucune rayure très bien emballée. Je recommande ce vendeur et toujours Cdiscount.",5,positif
963,"Je n’achète que des iPhone reconditionnés et le revendeur Zhoyshop est très bon . Batterie neuve , accessoire de charge et le tout très bien emballé . L’iPhone à zéro rayures .recu avant la date prévue .",5,positif
964,Reçu rapidement bien emballé Fonctionne parfaitement batterie nickel,5,positif
965,Reçu en très bon état Parfait ?,5,positif
966,Conforme à la description,5,positif
967,"Le téléphone est cassé après la chute du 2e étage l'écran de face n'est pas cassé, Il est juste séparé du téléphone et qui relie du téléphone à l'écran Par un fil. Le verre de l'arrière du téléphone a disparu et nous pouvons voir la terre du téléphone comme nous pouvons constater sur la photo ci dessous",4,positif
968,Le produit a marché comme il faut pendant deux semaine puis le tactile n’a pu marcher sans aucune raison,1,négatif
969,Très contente de mon achat téléphone reçu en parfait état comme neuf rien a dire aucun coup aucune griffe très bien emballer . Parfait merci,5,positif
970,Le téléphone est conforme à l’article Envoi soigné Chose importante produit Original Apple vérifie sur checkcoverage.apple.com Je conseille en espérant que l’ensemble des produits soient de même qualité.,5,positif
971,"Très belle surprise! Téléphone en excellente état, sans rayure et fonctionnel. Commande et livraison rapide pour l'instant rien à redire.",4,positif
972,Super content de mon achat envoyé rapidement et le tel est parfait aucun regret,5,positif
973,Très bon emballage impeccable seul petit problème pas de chargeur iPhone,5,positif
974,produit comme neuf.coque offerte.content de l aquisition,5,positif
975,"Après 15 jours d'achat,rien a signaler , toute est OK , je recommande",5,positif
976,"Excellent état, reçu bien emballer dans sa boîte, aucune griffe ni sur l’écran ni sur le reste. Il est un peu plus grand que l’iphone 8 mini.",5,positif
977,"Pour un IPhone reconditionné, très satisfaite. Aucun défaut, reçu rapidement et bien protégé. Concernant l'utilisation, très facile avec transfert des données Android à ios. Je recommande. Aucun regret.",5,positif
978,bonne qualité prix état comme neuf ne ram pas,5,positif
979,L’iPhone livré est comme neuf. La batterie tiens impeccable.Rien à dire,5,positif
980,"Très surprise. Téléphone en état neuf. Aucunes rayures. Batterie à 95%. Commandé le jeudi matin, reçu le lendemain midi. Pour un premier achat en reconditionné je suis très contente.",5,positif
981,je découvre de nouvelles fonctions que n'avait pas l'iphone 8. Qualité des images au top . Capacité de stockage bien supérieure. Je suis ravie,5,positif
982,J’ai acheté mon iPhone 12 bleu 128go exelent état et il est vrm excellent la batterie et en état de 100% et elle dure toute la journée je suis satisfait de mon achat,5,positif
983,"Comme neuf, merci beaucoup",5,positif
984,Très très bien ravie de ma commande,5,positif
985,Téléphone en parfait état aucune rayure batterie neuve Un prix raisonnable Envoie en 2 jours C’est parfait Merci,5,positif
986,"Mise en service aisée, l’iPhone fonctionne très bien.",5,positif
987,Pour le moment 1 semaine d utilisation RAS parfait etat . Recu en 1 jour en payant,5,positif
988,"Bonjour, très contente rien à dire, je vous recommande Cdiscount",5,positif
989,"une très agréable surprise. je m'attendais a un portable avec quelques micro rayures, et finalement il n'en ai rien il paraît neuf. capacité batterie a 100%. rapport qualité prix imbattable.",5,positif
990,J’ai bien reçu le téléphone comme neuf il es beau et très très bonne qualité sa capacité de batterie est de 97% j’ai reçu un fil et une coque de protection avec,5,positif
991,Oui sa me vas parfaitement il est bien emballer,3,neutre
992,Fonctionne très bien et très beau,5,positif
993,"Pour l’instant, sauf surprise.L’article livré est conforme à la description du vendeur et l’article est comme neuf dans un état impeccable",5,positif
994,Fonctionne à merveille et est comme un produit neuf,5,positif
995,"L'iPhone 12 a une très bonne qualité, ainsi que tous les iPhones. C'est pour cela que j'en ai acheté un. Je recommanderai fort à amies et proches ainsi qu'à ma famille, d'en acheter même si que la majorité des personnes prennent l'initiative d'en acheter un, grâce à leur qualité indescriptible et les fonctions, et les mises à jour qui n'est pas disponible sur les autres téléphones. Je recommande fortement d'acheter un iPhone, malgré le prix acheter le car il vaut vraiment le cout. Le prix est tout à fait correcte par rapport à l'iPhone. Bonne continuation.",5,positif
996,"Très beau iPhone , on pourrait le croire neuf. Pas de rayures rien.",5,positif
997,Téléphone bien reçu conforme à mes attentes mais au bout de deux semaines il est en panne Il s’éteint tout seul et impossible d’allumer le Bluetooth et de se connecter à mon réseau wifi,1,négatif
998,"Très bel article reconditionné. Commande, vendeur , réception top",5,positif
999,J'ai offert ce téléphone à mon fils de 14 ans! Pour l'instant RAS! Livré avec un accessoire .,5,positif
1000,J’ai l’impression d’avoir reçu un téléphone neuve !! Tan mieux pour moi,5,positif
1001,Franchement très surprise du prix..Mon fils en est très content je recommande !!,5,positif
1002,"Bonjour, Ayant reçu mon téléphone 2jours à l'avance et ayant pu le tester hier. Je dois dire que c'est un bon petit bijoux, d'après mes premiers tests je suis très satisfait, et batterie à 100% !!! Ce qui est super pour le prix ! Je ne sais pas si j'ai du un coup de chance, mais je recommande vivement !",5,positif
1003,j’adore cet iphone 12 je suis un FAN d’apple !! meme si je suis agacé par l’incompatibilité des appareils avec d’autre!,4,positif
1004,Bonne qualité pas d’argent et os cher,4,positif
1005,"J’en suis content par rapport au prix , car j’ai pas les moyens d’en acheter un neuf , pourquoi pas le reconditionné, car celui d’avant s’en était un aussi ce fut le 8 mais celui là je l’ai pris avec plus de Go et 5 G et j'évolue petit à petit reconnaissance faciale très bien car les empreinte il faut les changées de temps en temps Très content à part qu’il n’y avait pas le chargeur avec seul bémol Merci à toute l’équipe !….",5,positif
1006,Je me retrouve avec un iPhone qui vient de je ne sais pas quelle région du monde où les FaceTime et message bleue son interdit. Décevant de votre part,1,négatif
1007,Bon produit pour du recycler,5,positif
1008,reçu avec ecran qui sort et vendeur mettent du temps a epidition d un nouveau telephone,1,négatif
1009,"Colis arrivé + tôt que prévu, produit hyper bien protégé, dans une boite comme neuf! Produit conforme aux dires de l'annonce Je recommanderai Zhou à mes amis",5,positif
1010,Produit quasi neuf Emballage parfait Fonctionnement impeccable,5,positif
1011,Tout va bien avec le téléphone pour l’instant mais je suis déçu de l’état de la batterie qui est de 86 appart et les accessoires ils m’on donnaient qu’un câble .,3,neutre
1012,"Le téléphone est bien arrivé, bien emballé. Un petit choc sur le côté mais ça ne se voit pas. Ma fille est ravie de son nouveau téléphone.",4,positif
1013,Par rapport à l’état de batterie,1,négatif
1014,Produit comme neuf…batterie à 100%…,5,positif
1015,"Au bout de 3 semaine d'utilisation, la vitre arrière c'est déjà casser sans que je fasse tomber mon téléphone. Juste en le posant sur mon bureau et l'arrière est déjà casser. Je souhait une réparation gratuite. Ce n'est pas normal que l'arrière se casse déjà au bout de 3 semaine d'utilisation. Sinon bon produit rapide et puissant. mais je ressent une similitude avec mon ancien iPhone XR. quelque application bugue mais se fluidifie un peu après leur ouverture.",4,positif
1016,La batterie tien pas plus de 1h,1,négatif
1017,Je bien reçu iPhone mes par conte il Manque les chargeur.,4,positif
1018,"Colis reçu avant la date prévu. Batterie à 100% , aucune rayure. Juste parfait je recommande.",5,positif
1019,"Au bout de même pas 4 jours d'utilisation la batterie passe de 100% à moins de 30% en l'espace de 1h30 mn, il mets donc quasiment impossible d'utilisé mon téléphone. Je suis tés déçu.",1,négatif
1020,"Très bien emballé, livraison ultra rapide,batterie à 100% et aucun défaut esthétique Je recommande",5,positif
1021,"Cela fait un mois d'utilisation et malgré une attention particulière à la recharge du téléphone (pas toute la nuit mais juste ce qu'il faut etc.), celui-ci a déjà perdu 2% d'état de batterie. La batterie n'a pas été changée au reconditionnement... Triste Et qui contacter pour avoir une info???",3,neutre
1022,Excellent parfait je recommande.,5,positif
1023,Livraison très rapide merci je suis très content je commande un autre pour ma chérie le 14 février,5,positif
1024,"Bonjour. Je suis très déçue de ce téléphone, j’ai commandé !sur CDISCOUNT un IPhone 12 ( téléphone conditionné) avec EXCELLENTE ÉTAT mais quand j’ai vu l’état de la batterie qui est affiché à 80% c’est du grand n’importe quoi !!! Je suis vraiment déçue ! Je voulais faire disons un geste pour écolo …alors plus jamais !",3,neutre
1025,Satisfait les attentes. Bon design. Seul accessoire: câble usb de charge.,5,positif
1026,"Excellent service de Cdiscount. Ma pré commande a eu des problèmes de livraison (ou de prestataire), j’ai informé Cdiscount qui a réglé le problème en 48 heures. Parfait, rien à dire, service impeccable",5,positif
1027,totalement conforme à m'annonce,5,positif
1028,Très satisfaite de mon achat Très bon rapport qualité prix et tel au top Je recommande,5,positif
1029,Téléphone reçu et 1journee après veut plus charger et s'allumer et retour a ma charge,1,négatif
1030,Le produit il est en très bonne état et il marche très bien pour le moment ?,5,positif
1031,Reçu en moins de 24H ! En excellent état Batterie 92% Je remercie Cdiscount,5,positif
1032,"COMME SUR LA FICHE, TOUT EST PARFAIT",5,positif
1033,Parfait comme neuf batterie 100%,5,positif
1034,Téléphone en très bon état. Batterie 100 % Comme neuf,5,positif
1035,Bonjour je suis malheureusement très déçu de l'autonomie de la batterie qui se d'échanger très vite,1,négatif
1036,"Reçu en excellent état, aucunes traces d’utilisation. Batterie à 96% ( à titre informatif) Très bien emballé Livraison rapide",5,positif
1037,"le téléphone est comme je le souhaitais, en excellente état avec 100% de batterie, mais il se décharge un peu vite a mon gout malgré cela c'est un bon téléphone reconditionné que je recommande.",4,positif
1038,Commande reçue rapidement Téléphone en bon état Livré avec un câble pour la recharge Merci !,5,positif
1039,Très réactif Après avoir passé là commande je l’ai reçu le lendemain (top) Pour le retour sur le téléphone à voir dans le temps car je l’ai depuis 1 semaine,5,positif
1040,Cela fais trois semaine que je possède l’iPhone 12 bleu 128giga et j’ai constaté que il y a trois semaine l’état de ma batterie était à 97% et trois semaine après alors que je prend soins de la batterie l’état de la batterie et déjà a 92%,1,négatif
1041,"Achaté sur Cdiscount, j'ai eu des doutes comme je n'étais pas sur Back.Market ou Certideal, cependant j'avais ce téléphone pour 25% moins cher qu'ailleurs et le vendeur avait de très bonnes critiques, donc je me suis lancé... Livraison vraiment rapide, en 2 jours il était disponible. Le téléphone était on ne peut plus propre, comme neuf, aucune rayure ou micro rayure.... Bien-entendu aussitôt la configuration de démarrage passée je me suis empressée de regarder l'état de la batterie et la bonne surprise étant qu'elle était à 100% alors que de mémoire avec un téléphone en excellent état on peut avoir une batterie à 80 ou 85% de sa capacité... (Achat similaire pour ma fille sur Back Market il y a 2 mois et la batterie était à 86% et donc avec un téléphone bien plus cher, comme indiqué ci-dessus)...",5,positif
1042,N’ a fonctionné qu’une semaine . Puis inutilisable maintenant.,1,négatif
1043,produit comme indiquee,5,positif
1044,Le téléphone en soit et neuf fonctionne niquel sauf petit soucis avec la carte SIM qui saute et le téléphone qui s’éteint de temps en temps..,2,négatif
1045,"After using it , I can say, it was nicely packed, quickly delivered and it’s in a good working condition as described",5,positif
1046,"Achat parfait ! Aucune rayure, batterie à 100% livré en 24h avec un cable. Téléphone reconditionné excellent état vraiment comme neuf. Je recommande vivement ce vendeur",5,positif
1047,"Ravie de cet achat ! Parfaitement conforme à l annonce, chargeur livré avec l appareil.",5,positif
1048,J'ai reçu mon article dans les temps fonctionne très bien pour l'instant le boîtier pour charger le téléphone n'est pas fourni avec il y a seulement le téléphone et le fil. La batterie s'arrête à 98 %,4,positif
1049,Reçu rapidement et dans un parfait état. Batterie 97%,5,positif
1050,"Reçu vite et produit comme neuf seul reproche c est que la boîte est une boîte blanche et pas une boîte apple alors certe beaucoup s en fou mais pas moi j'aime bien avoir l emballage qui va avec,j ai Xbox séries X et ps5 j ai acheter yavai leur emballage,mon tél c est pareil c est le realme édition DBZ j'ai l emballage qui va avec mais bon sinon rien a dire??",4,positif
1051,"Beau téléphone,réponds à mes attentes",5,positif
1052,"Téléphone reconditionné effectivement en excellent état. Pas de rayures ni de coups apparents, on le croirait neuf. À voir dans le temps au niveau de la durée de vie de la batterie. Je recommande !",5,positif
1053,"Bonjour, Pportable état neuf ,merci",4,positif
1054,"Surprise en très bien !! Téléphone comme neuf, batterie qui charge à 100%! Envoi rapide et emballage parfait ! Le seul reproche c'est de n'avoir que le câble pour charger, pas de ""boitier""/chargeur. Et pour brancher des écouteurs lambda il faut un adaptateur....(1er iPhone à la maison).",5,positif
1055,article livré comme à la sortie d'usine. Dommage qu'il n'y ai pas le bloc chargeur.,5,positif
1056,"iPhone 12 comme neuf, aucune trace d’utilisation. État de la batterie à 100%. Reçu avec un câble de chargement en USB-C et l’accessoire pour extraire la carte SIM. Je suis plus que ravie !",5,positif
1057,Il n’a pas bcp de sons ainsi que l’autonomie pas top,2,négatif
1058,"j'ai commandé 3 autres iphone 12 reconditionné chez un autre vendeur, le packaging de celui-ci était nettement moins bien. Il fait l'affaire, rien à dire, et c'est bien là l'essentiel",4,positif
1059,Super téléphone marche super bien par rapport au prix c’est parfait je suis satisfaite.,5,positif
1060,Bluffée par la qualité de cet Iphone 12 reconditionné.. rayures inexistantes. Batterie au top de la recharge. Je suis ravie.,5,positif
1061,Livré sous blister Batterie neuve Je recommande fortement,5,positif
1062,communication audio HS dès réception du produit,1,négatif
1063,"J'ai acheté cette iphone en croyant faire une bonne affaire, malheureusement l'iPhone s'éteint tout seul, passe de 60% de batterie, s'éteint, passe à 10%, s'éteint et passe à 40%. Et par dessus tout il capte pas très bien contrairement à mon ancien smartphone Xiaomi. Je suis probablement tombé sur un mauvais reconditionné :/",2,négatif
1064,"Produit en très bon état pour le téléphone mais reconditionné ne veut pas dire sans accessoires… Pas de chargeur et de câble dans la boîte, juste le téléphone…rien ne l’indique dans le descriptif !",3,neutre
1065,Trop nul baterie n’est tiens pas vraiment la charge,1,négatif
1066,"Impeccable , comme neuf",4,positif
1067,Offert à ma fille qui avait le 8 et elle en est ravie.Elle fait des photos magnifiques avec,4,positif
1068,La batterie ne tient pas! Le chargeur devient brûlant en plus. Le portable ne vaut pas son prix !,2,négatif
1069,Vendeur a l écoute et réactif envoi propre et soigné je recommande vivement,5,positif
1070,"Je l'ai acheté pour mon fils, il est très content. Arrive dans une boîte ordinaire. Aucune rayure ni signe d'usure visible. La batterie indique 100%",5,positif
1071,Fidèle à l'annonce ? État impeccable+ 93% batterie,5,positif
1072,Bonjour le téléphone chauffe trop vite et se décharge très vite...???,4,positif
1073,"Très bien emballé, rien a dire sur l’arrivé du produit. Concernant le produit en lui même : je le reçois à 95% pour ce qui est de l’état de la batterie. Cela fait maintenant 3 jours que je l’ai, la batterie est à 94%. Je pense que ce n’est pas normal du tout sachant que j’ai acheté un iPhone en «excellent état».",3,neutre
1074,Appareil conforme à la description.livraison rapide,4,positif
1075,Téléphone parfait très bien reconditionnement Je recommande,5,positif
1076,"Jolie portable j'aime beaucoup la couleur, le seule bémol c'est qu'il n'y a pas de prise de secteur obligé de l'acheter en plus. Sinon mon fils de 13 ans est ravie",4,positif
1077,J'hésitais à acheter sur internet mais pas déçu du produit. Cependant l'emballage n'était vraiment pas top,5,positif
1078,Après réception le téléphone se montre capricieux et écrit tout seul ou ouvre des applications seuls. Il présente des bugs.,1,négatif
1079,Reçu dans les délais . Conforme à la description. Très bien,5,positif
1080,Du comme neuf à moitié prix,5,positif
1081,"Commandé un IPhone 12 mini ""excellent état"" pour moins de 400€! Ne restait plus qu'à réceptionner le ""reconditionné"" ?! Colis reçu dans une boite type IPhone neuf, sous blister (hyper pro! c'est du sérieux!!)A l'intérieur l'iPhone 12 mini, un cordon neuf, une coque arrière neuve!!! et un verre de protection avant!! sympa!! je m'y attendais pas!! Après contrôle sous toutes les coutures, je suis bluffé il est quasi neuf!!! Tout fonctionne à merveille! (Batterie au max!) Vendeur TOP!",5,positif
1082,"Achat reçu aujourd'hui, par contre pour le prix je suis déçu car je n'ai ni coque ni protection. Pour le prix du téléphone c est décevant. Surtout quand je regarde les avis et que les gens disent avoir reçu une coque et une protection.",3,neutre
1083,Commandé en excellent état et état de la batterie à 86% donc un peu déçue à voir dans le temps,5,positif
1084,"Il correspond en tous points au descriptif de l'offre. Son état, même reconditionné, est parfait. J'avoue être satisfait de l'achat en comparaison aux concurrents (Orange, CertiDeal, etc.).",5,positif
1085,La santé de la batterie est à 94% ! Les lentilles de l’appareil ne sont pas originales. Camouflage de rayures avec du verni noir ou pastilles blanches…. Le téléphone n’est pas originaire de France. Tout ça ayant été jugé dans un état exceptionnel… allez comprendre ????,1,négatif
1086,Le moindre jeu (ex: candy crush) mange une énorme partie de la batterie en peu de temps !!!,3,neutre
1087,Le téléphone se met à surchauffer sans raison et la batterie descend en flèche alors qu’elle est indiquée à 93%.,1,négatif
1088,"Après un mois d'utilisation, fonctionne très bien, offert pour un anniversaire !! Ma fille est contente de son smartphone. Bien emballé, parfaitement reconditionné,esthétique parfaite,batterie100% + accessoires, bon produit !! À voir dans le temps !!",4,positif
1089,"Je ne recommande pas ce téléphone, il ne tiens pas la batterie malgré que l’état de la batterie est à 100%. Le téléphone surchauffe beaucoup, il deviens bouillant. C’est dommage car esthétiquement le téléphone est niquel j’ai pris « excellent état »",1,négatif
1090,la capacité de la batterie est en chute libre et puis le telephonne tombe en panne et apres diagnostique apple il n'est pas reparable,1,négatif
1091,Produit très bien emballé à son arrivé. Utilisation du téléphone depuis 4 mois très déçu. Téléphone qui ne capte jamais il ai toujours en 3G même en changeant d’opérateur ne fonctionne pas mieux. Il y a t-il une solution à ce problème? Pas du tout satisfaite de mon achat,1,négatif
1092,"Bien reçu, le téléphone fonctionne très bien , comme neuf , le vendeur est réactif , sérieux et à l’écoute je le recommande +++",5,positif
1093,"iPhone 12 vraiment en PARFAIT état, comme neuf, livré dans un emballage digne de celui d’origine sous film plastique, le tout hyper bien protégé dans une mousse aux dimensions de la boîte. Si il y avait un point négatif à relever ce serait que la batterie n’est pas à 100% (86%) mais le jeu en valait la chandelle. Merci",5,positif
1094,"Très déçu, batterie à 87%. Donc des frais supplémentaires à prévoir (100€) pour obtenir une autonomie descante. Donc l'achat d'un reconditionné devient discutable comparé à l'achat d'un iPhone 12 neuf en cette période de soldes.",2,négatif
1095,"Livraison ultra rapide, téléphone en excellent état. Il manque le transformateur pour le brancher à une prise. Sinon c'est parfait",4,positif
1096,"Très bon iPhone Fait le job, livré avec le cable dans une boîte. Très bon rapport qualité /prix. Dommage que la batterie ne tiens pas plus longtemps sinon très contente de mon achat. À voir dans le temps",4,positif
1097,"Ma fille en est très contente. En excellent état, fonctionne très bien",5,positif
1098,Très bon produit très bonne qualité,5,positif
1099,incroyable rien à dire,3,neutre
1100,"En bon état, capacité de batterie à 100%. Coque fourni ce qui est très appréciable. Dommage qu’il n’y ai pas de chargeur d’inclu ni d’écouteurs.",4,positif
1101,Produit conforme à mes attentes,5,positif
1102,"je suis ravie de mon achat.j’ai acheté 2 iphone 12 c’est super,batterie 100% ,arrive avec coque transparente,protection de écran.aucun rayons,ni défaut,produit comme neuf. je recommande",5,positif
1103,"Parfait, vendu avec une coque transparente et une vitre de protection. État de la batterie à 100% parfait je l’ai depuis une semaine aucun bug et aucune fissure",5,positif
1104,"Sa répond exactement à mes attentes, il fonctionne parfaitement",5,positif
1105,Le produit est vraiment très bien,5,positif
1106,Telephone impeccable comme neuf je recommande ce vendeur,5,positif
1107,J’avais peur puis pas déçu verrai à la long,3,neutre
1108,J’ai reçu ce téléphone en parfait état( neuf ) aucune rayure sur le téléphone. La batterie est à 96%. Je suis satisfait de cet achat je recommande ce vendeur.,5,positif
1109,"Bonjours, batterie activée, à 100 %, aucune rayure sur le téléphone, il est arrivé rapidement était bien emballé par l’envoyeur un câble USB C Lightning est fourni avec le téléphone pas d’écouteurs ni de bloc, malgré ça, le téléphone est parfait RAS pour l’instant",5,positif
1110,Téléphone conforme au niveau extérieur mais à un état de batterie de 85% !!! Je n’en recommàde pas du tout,1,négatif
1111,Très satisfaite de cet iPhone Et super délai,5,positif
1112,Livré en parfait état !,5,positif
1113,"Reçu aujourd'hui même , je l'ai simplement déballé puisque que c'est un cadeau pour la semaine prochaine . En attendant il est dans un état impeccable, face avant et face arrières sans aucune trace . Je pensais pas qu'il serait aussi parfait esthétiquement parlant pour un reconditionné. Reçu sans coque ni verre trempé comme j'avaias cru le lire dans un commentaire mais pas grave , ce n'était pas précisé. Je ferais un update lorsqu'il aura été ouvert et allumé ?.",4,positif
1114,Dès le premier jours je l’ai pas fait tomber ou taper quoi ce soit et quand je l’ai charger des fissures sont apparus sur l’arrière de la vitre très déçu du produit,1,négatif
1115,Bonne article pas abîmée,5,positif
1116,"J'ai commandé l'iPhone 12 reconditionné mention ""Excellent état"" vendu par Wooesign. Il m'a été livré rapidement. L'iPhone que j'ai reçu est comme neuf, je suis très regardant et pourtant je n'ai trouvé aucun défaut. Batterie à 100%. Pas la moindre rayure. Il est impeccable. De plus le téléphone m'a été fourni dans une boite similaire à l'originale, avec chargeur USB-C, verre de protection et une coque silicone. Je suis totalement satisfait.",5,positif
1117,Envoi rapide et soigne Téléphone joli on verra dans le temps,5,positif
1118,"Très bon état, très heureuse de mon achat. Je recommande ce vendeur.",5,positif
1119,Pas de rayures. Ecran impeccable. Livre avec cable usbc. Je baisse ma note car etat de la batterie a 92%. Ça serait bien de le mentionner dans le descriptif car pour le prix et étant présente comme reconditionne a neuf je pensais avoir une batterie en meilleure forle. Obligé de recharger en fin d’après-midi,3,neutre
1120,"Tres decu car l'iphone ne vient pas dans sa boite d'origine donc ne pourra difficilement etre revendu plus tard par la suite par rapport a son prix je ne trouve pas sa normal pour les accesoires il vient avec un protege ecran et avec un cable mais pas de chargeur ce qui est domage. Si non téléphone nickel, pas de rayures et batterie 100% comme neuf.",3,neutre
1121,"Très bon produit, répond au descriptif de l’annonce.",5,positif
1122,pour l’instant rien à dit le téléphone est parfait !,5,positif
1123,"Très contente du produit ,je recommande à 100/100",5,positif
1124,"Téléphone comme neuf, excellent état, couleur très belle, très satisfaite, je recommande ce vendeur",5,positif
1125,"Pour le moment après 4 jours d utilisation Téléphone au top la batterie tien bien toute la journée Téléphone comme neuf pas de rayures Livraison rapide ,bien emballé Livrer avec une coque un écran de protection et son chargeur neuf Je recommande +++++",5,positif
1126,"Apparence Nickel, mais la camera frontale ne fonctionnait pas correctement. Je l'a donc retourné.",1,négatif
1127,Téléphone bien mais batterie non originale je me suis fait livré le téléphone avec une capacité de batterie de 96/100 et en même pas 3 semaine elle l’es a 91/100 je trouve sa pas juste pour le prix dommage….,3,neutre
1128,Je le recommande vivement,5,positif
1129,"J’ai reçu cet iPhone 12 reconditionné en excellent état. Sur cela rien à dire le téléphone est nickel et irréprochable. Je l’ai même reçu avec un écran de protection. En revanche, je l’utilise depuis semaine et l’autonomie de la batterie est déplorable, je ne tiens même pas 1 journée complète malgré que la capacité maximale est de 97%. Mon temps d’écran est de seulement 3h aujourd’hui et je suis déjà en dessous des 15% alors que le téléphone était complètement chargé ce matin même. C’est pour moi une grosse déception et je suis dégoûté. Une honte, reconditionner des smartphone et les équiper de batterie de piètre qualité.",1,négatif
1130,Des j'ai panne je suis pas contente,1,négatif
1131,"Produit conforme, livraison rapide, très satisfait de mon achat.",5,positif
1132,Téléphone en bonne état sauf que la batterie n’est pas à 100% de sa capacité,4,positif
1133,iPhone 12 reçu bien emballé. Comme neuf batterie 100% chargeur coque et film de protection. Rien a dire je recommande a tout ceux qui hésitent,3,neutre
1134,"Reçu en avance. Bien emballé. Etat comme indiqué dans le descriptif c est a dire parfait état. Tout fonctionne . Le seul petit bémol est au niveau des accessoires, chargeur ok mais pas de coque et de protection écran, dans celui ci en tout cas....",4,positif
1135,Rien à dire c'est iPhone ma fille est contente de son tel,5,positif
1136,"Bonjour, J’ai commandé cet IPhone 12 128 go bleu que j’ai reçu assez rapidement. L’état externe est parfait, par contre le niveau de la batterie quand à lui est trop faible, seulement 86% pour un téléphone dit en excellent état! Déçu ??!",2,négatif
1137,Batterie 100% état neuf,5,positif
1138,"Le téléphone est juste super, la livraison a été impeccable, batterie à 100%, un service de qualité, comme neuf. Vraiment foncez, ils nous respectent vraiment avec la coque et le verre trempé déjà bien posé sur l'Iphone. Je recommande vraiment, maintenant, à voir dans le temps.",5,positif
1139,"Neuf , sans doute jamais utilisé. Au top",5,positif
1140,"Yazevent Ecommerce est vraiment un très bon re-conditionneur, Achat de 3 iphone 12 128go reconditionner ""excellent état"", un bleu et 2 blanc, avec quelques jours d’intervalles entre chaque commandes et ils sont tous comme neufs, même les batterie affiches un état a 100% donc neuves. Je ne peut que recommander ce vendeur, tout du moins pour les produit dit en ""excellent état""",5,positif
1141,Parfait état du portable rien à dire comme neuf mais un peu déçu car je n'ai que 90% de batterie et pas de coque ni de verre trempé...ma sœur avait pris un iphone 11 ( donc version iPhone moins récente et moins chère dans même état) et elle avait tout et surtout 100% état de batterie...,4,positif
1142,"Bien reçu,très bonne état,proche du neuf, livrée juste avec un fil de chargeur ce qui est dommage vu le prix,mon fils est ravi c'est le principal, merci",5,positif
1143,Téléphone en excellent état ras je recommande,5,positif
1144,Iphone reçu en temps et en heure . Comme neuf. Merci CDiscount.,5,positif
1145,Charge batterie maximum 90% alors que acheter en excellent état comme neuf Donc demande d'échange effectué,1,négatif
1146,Pas encore utilisé car ces un cadeau . Mais vendeur très pro .dans la boite comme neuf .le téléphone est protégé par un verre trempé ainci qu'une coque en silicone. Parfait .même acheter neuf dans la.boite il ni a pas tout sa .ensuite aucune rayures. J'attend juste des nouvel de mon fils des qu'il l'aura utilisé apret les fêtes.,5,positif
1147,"Téléphone reçu en moins d 1 semaine, reconditionné excellent état, emballé comme neuf avec 1 chargeur et un câble, fournit avec 1 coque silicone et 1 verre trempé déjà en place. En excellent état, pas une rayure visible. Batterie à 91%, je ne sais pas si c est celle d origine... Concernant l utilisation et les performances du téléphone je ne peux juger car c est pour offrir à Noël. Mais à la mise en route tout semble conforme. Pour le moment très bonne surprise pour un premier achat reconditionné à un prix défiant toute concurrence",5,positif
1148,Parfait. Téléphone neuf à tout point de vue. Il faut aller chercher dans les paramètres de la batterie pour se rendre compte que la capacité optimale de celle ci est moins performante qu’une neuve mais à part ça rien à dire. Petit plus le téléphone est livré avec vitre et coque de protection ?,5,positif
1149,Très bien pour prix mais très long au démarrage,3,neutre
1150,"iPhone conforme aux descriptions. En excellent état, batterie à 100% Je recommande",5,positif
1151,Vendeur au top produit comme neuf zéro rayures et très bien emballé rien à redire c’est parfait.,5,positif
1152,"Achat pour mon fils il est très content, fluide....un peu cher mais bon c'est iphone",4,positif
1153,Je recommande +++ ce vendeur téléphone en excellent état avec batterie à 100% coque et verre trempé inclus.,5,positif
1154,ayant déjà acheter des iPhone reconditionné toujours satisfaits mais la déçu batterie a 85 pourcent charge très longue et de temps en temps coupure de réseaux doit éteindre et le rallumer pour récupération de réseaux,1,négatif
1155,"Très bon produit , coque rayée, pas écouteurs, un peut cher",4,positif
1156,Des photos magnifiques.un peu compliqué à utiliser,5,positif
